zone,practice_id,practice_name,speciality,monetisable_txns,practice_reference_id
jp nagar,1122944,Apollo Cradle & Children’s Hospital,ENT; General Dermatology; General Gynecology; General Pediatrics; General Surgeon; Speech Therapist,187,bd7cb080-5d3d-497b-809c-e2fc54ccf8f9
jp nagar,1444483,Medax Hospitals Gottigere LLP,Cardiologist; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Surgeon; Neurologist; Physiotherapist; Urologist,170,a8e808aa-a7f7-4d46-9eac-62abf437b6fd
jp nagar,771708,Sapphire Skin And Aesthetics Clinic,General Dermatology,169,02123c41-f46f-4af8-b5c7-0d5e80fefb2c
jp nagar,797623,Cloudnine Hospital - Jayanagar,Cardiologist; Cosmetic/Plastic Surgeon; ENT; General Dentistry; General Gynecology; General Ophthalmology; General Pediatrics; General Physician; General Psychiatry; Infertility Specialist; Orthopaedics; Pediatric Cardiologist; Physiotherapist; Radiology,168,2e7d0599-8ba1-42a9-9851-08febccbe7d2
jp nagar,1050217,First Care Clinic,General Gynecology; General Pediatrics,166,d4d8f347-90a5-4062-9ab6-b71698669ce9
jp nagar,690817,Dermasculpt Skin Hair And Laser Clinic,General Dermatology,163,319082fd-ac75-4736-bd61-006542a6fbb6
jp nagar,1295681,Phoenix Psychiatry & Psychotherapy,General Psychiatry,149,30a1868e-3ee9-4623-a35d-44327d9de9a5
jp nagar,1369920,Dr. Agarwal's Eye Hospital,General Ophthalmology,140,9d77249a-7462-4b32-8ad3-627692927db3
jp nagar,1103410,Shree Krishna Clinic,General Gynecology,130,24097e6b-3fbc-4536-8e60-c18b83de053a
jp nagar,731171,Dr. Shilpa G B Bloom clinic,General Gynecology,112,07bd0f21-f612-4031-8cec-253642f7bca9
jp nagar,814706,Apollo Speciality Hospitals,Cardiologist; Cosmetic/Plastic Surgeon; ENT; Gastroenterologist; General Alt Medicine; General Dentistry; General Dermatology; General Gynecology; General Physician; General Psychiatry; General Surgeon; Nephrologist; Neurologist; Oncologist; Orthopaedics; Physiotherapist; Radiology; Urologist; Vascular Surgeon,103,67b20962-8c43-47e6-8203-b906876ba334
jp nagar,1290696,Parency IVF Hospital,General Gynecology,102,ebfb09e8-8799-475c-afe7-43f52ff85e6f
jp nagar,1150078,Shanthi Shell Fertility Centre,General Gynecology,102,02d16baf-d40d-444b-b9e1-9012c6248bf8
jp nagar,1597778,Docube Healthcare,ENT; General Alt Medicine; General Gynecology; General Physician; General Surgeon; Pulmonologist; Veterinarian,99,598a70a3-27fa-4cb0-99fd-365646e218e6
jp nagar,1163292,Excel Dental Care,General Dentistry,99,30cb6f2d-cf6c-4208-942b-94ee3f67d07d
jp nagar,730644,"Skin, Cosmetic & ENT  Care Center",ENT; General Dermatology,95,b8de093f-4334-4a16-b507-bb50f7860f94
jp nagar,1349306,Pathway Hospitals,Cosmetic/Plastic Surgeon; ENT; Endocrinologist; Gastroenterologist; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Neurologist; Orthopaedics; Urologist,94,d4469b44-babd-458e-b319-1c8f420d16f6
jp nagar,742802,Tricho-Derma Hair & Skin Speciality Clinic,General Dermatology,76,aea27bc0-163b-46d3-98ea-07ff8dea548b
jp nagar,1027776,Nan's Clinic,General Pediatrics,72,8220289e-e0a8-4217-8286-2c790f6a8494
jp nagar,993703,Therapeia Skin Hair and ENT Centre,ENT; General Dermatology; Physiotherapist,71,30e35efd-6154-44b5-8dfb-4a38fbe27cd4
jp nagar,1273967,Cura Hospitals,ENT; General Dentistry; General Dermatology; General Pediatrics; General Physician; General Surgeon; Neurologist; Oncologist; Orthopaedics; Pulmonologist; Radiology; Urologist,71,f275f607-8468-44f3-a3a7-f5fe4e96fb56
jp nagar,1233745,Dr. Jayaprada's,General Dermatology; General Psychiatry,70,6f298d97-e3ec-4aef-9c49-44d0b47f4d90
jp nagar,663687,Milann Fertility & Birthing Hospital,General Gynecology; Urologist,69,6719cc6c-524f-4a61-9aed-3d19c4088514
jp nagar,1324766,Indira IVF - Fertility and IVF Center,General Gynecology,66,7b00a03a-314f-45c5-a7b0-743902508bfd
jp nagar,1163861,Narayana Nethralaya,General Ophthalmology,63,5bfe0301-481e-436c-925f-fafae14e5298
jp nagar,1645901,Aesthetic Heart  Dermatology & Cardiology Clinic,Cardiologist; General Dermatology,61,90d1329f-6202-48c0-8d20-1b190fbaf3e9
jp nagar,1400214,Viveks Multi Speciality Clinic & Diagnostics,General Pediatrics; General Physician,61,fb4c9029-129f-431c-b3ef-82661bce9394
jp nagar,1362850,Sri Rheumatology And Immunology Center,Orthopaedics,60,d13c7f53-ad1e-4df3-84d5-e77474d0a43a
jp nagar,1423810,Nano Hospital,Cardiologist; Cosmetic/Plastic Surgeon; ENT; Gastroenterologist; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Neurologist; Oncologist; Orthopaedics; Pulmonologist; Urologist; Vascular Surgeon,59,40df568c-4673-4caa-9b94-7a412f4183b7
jp nagar,1140316,Apollo Sugar Clinic,Endocrinologist,59,cbf49d7b-a27a-4f68-85bf-cf337188697a
jp nagar,853078,Sagar Hospitals,General Dermatology; General Physician; General Surgeon; Neurologist; Orthopaedics; Pulmonologist; Urologist,59,f607da30-38fa-4d24-9cd5-b1b3e380d1bc
jp nagar,664538,Meenakshi institute of gastroenterology,Gastroenterologist; General Dermatology,58,6f2e5c11-2e58-46aa-9f66-bb5695bce7f1
jp nagar,993728,Serenity Wellness Institute,General Alt Medicine,58,375ef092-33e4-4f8e-bdde-f1b2d1d9a724
jp nagar,1346007,Cloudnine Hospital - Kanakapura Road,General Gynecology; General Ophthalmology; General Pediatrics; Radiology; Veterinarian,58,eaad6f4f-dea5-4263-a8eb-6203b6b06f50
jp nagar,1233584,Prime Orthopedics,General Surgeon; Neurologist; Orthopaedics; Physiotherapist,57,a899bee4-25bf-4081-adb6-03ab198f741f
jp nagar,684428,Anugraha Child Care Clinic,General Pediatrics,55,6eb77987-fea3-4e4d-bd36-75f2748d28ff
jp nagar,709441,United Doctors Health Care,General Gynecology; General Physician,53,3f568c81-921e-4718-9f7a-8781b4b24ae1
jp nagar,1397903,Sunshine Healthcare Clinic,General Gynecology; General Physician,53,a2f23240-a27b-4d96-83a2-399797647a20
jp nagar,669239,Lalitha Dental Speciality Centre,General Dentistry,51,e9b82cf5-fcdd-4e16-af1e-5a632cddb597
jp nagar,1468022,Cure And Care Clinic,General Psychiatry; General Surgeon,51,59d04b16-8c8b-4375-a047-ceac8cc8b36e
jp nagar,2164560,Encore Speciality Clinics,Cardiologist; General Physician; Neurologist; Orthopaedics,50,8d373f08-160a-42c9-9375-3bace79728db
jp nagar,1132634,Rainbow Children's Hospital,ENT; General Dentistry; General Gynecology; General Pediatrics; General Psychiatry; Infertility Specialist; Nephrologist; Orthopaedics,49,9c691d0c-493b-40bc-bdc0-39a6aada4073
jp nagar,1241132,Center for Liver Disease-CLD,Gastroenterologist,49,da5f999d-7f4d-480d-b7e4-013c08795534
jp nagar,654730,Infinit Dental Solutions,General Dentistry,47,d50c7ba0-ccaa-40be-a1d3-453ab8afdefe
jp nagar,1333412,Sapphire Heart Care Clinic,Cardiologist,40,175f94c8-d344-45cd-9b41-e11027da30ef
jp nagar,934364,Rajalakshmi Multispeciality Hospital.,General Surgeon,40,bc42d56c-d393-463e-9ff5-72c521e4f45c
jp nagar,724370,Life Speciality Clinic,General Ophthalmology; Neurologist,39,b9d9e688-153b-41e9-acce-fdaba7ab60c8
jp nagar,1400908,Clinikk Health Hub,General Physician,39,9e1a3806-7e12-405e-9e7e-dac1e37871e6
jp nagar,1434595,Allo Sexual Health Clinic,Sexologist,39,c6c5aaf5-0c5a-4416-8faf-085c9453d3fc
jp nagar,1411746,Brains Super Speciality Hospital,ENT; General Dentistry; General Pediatrics; General Physician; General Surgeon; Neurologist; Oncologist; Orthopaedics; Physiotherapist; Urologist,38,9983501a-9435-4cdf-9e68-78b485296b44
jp nagar,1330370,Painx,Neurologist; Veterinarian,38,317ba481-cea4-4369-9fea-af2db66f95e8
jp nagar,649351,Sakthi Smile Craft - A Multispeciality Dental Clinic & Implant Centre,General Dentistry,37,c0dee2d4-5ab8-4bf2-9db3-70d251045b04
jp nagar,682827,Balakrishna Clinic,General Physician,37,3498a4ed-9ce7-4db0-8500-fa89c7fe2310
jp nagar,1355710,Practo Instant Hybrid Clinic 2,Cardiologist; Dietitian; ENT; Gastroenterologist; General Alt Medicine; General Dentistry; General Dermatology; General Gynecology; General Ophthalmology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Homeopathy; Nephrologist; Neurologist; Oncologist; Orthopaedics; Physiotherapist; Pulmonologist; Sexologist; Urologist; Veterinarian,36,f4165f22-7a8a-489b-8f92-f27d3b8509ea
jp nagar,724595,Samarth ENT and Allergy Centre,ENT,36,d02578e4-417e-4fd6-bb5d-2705ddd36037
jp nagar,776524,Medicare Skin & Cosmetic Clinic,General Dermatology,36,d7fb39d4-bc8d-43d0-9a8e-88cac729592c
jp nagar,678912,Amritha Clinic,General Physician; Neurologist,36,0613c07f-f2b3-40a3-a8b0-93fafdb183e2
jp nagar,979846,The Sagar Centre for Diabetes,Endocrinologist; General Ophthalmology; General Pediatrics; General Physician,35,c24d93c4-208c-4c31-b188-69b2142e2ad4
jp nagar,1466561,Even Clinic,General Physician; General Surgeon; Physiotherapist,35,5f16834d-0aaa-4469-a6db-af896a00fd46
jp nagar,657808,MACS Clinic,General Surgeon; Oncologist,35,52a4ecb9-44a3-4696-8d3d-f5e59a83fccb
jp nagar,631013,Nethradhama Super Speciality Eye Hospital,General Ophthalmology; General Physician,33,7b117d75-17ae-4100-ac5f-d6b0342f0b3f
jp nagar,704449,Vijaya Medical Centre,General Dermatology; Orthopaedics,33,cc336523-2adf-4c6e-a5cd-39f1e95af868
jp nagar,1138975,Antarman Counselling Centre,General Psychiatry,33,d2933ff2-995b-4429-ae3d-6e635b66179e
jp nagar,684320,Ramakrishna Super Speciality Hospital,General Dermatology; General Ophthalmology; General Physician; General Psychiatry; General Surgeon; Orthopaedics; Urologist,32,94bc2d79-f28a-4795-99dc-7e45358d3106
jp nagar,1352736,Aikya Fertility and Research Centre,Clinical Embryologist; General Alt Medicine; General Gynecology; General Psychiatry,32,200443a2-5a65-463c-95ae-a863dd5ba931
jp nagar,813890,Prashanti Fertility Centre,General Gynecology,32,7a89610f-ca67-4c78-9201-477412b3c7b7
jp nagar,1148158,Shree Clinic,General Gynecology,32,a4991b08-57ab-43ad-9bcd-690c61ffa31a
jp nagar,1072492,Vasavi Hospital,Cardiologist; Dietitian; General Dentistry; General Dermatology; General Gynecology; General Physician; General Surgeon; Nephrologist; Neurologist; Orthopaedics; Physiotherapist; Urologist,31,6ecf4d1f-ae57-4507-9189-492104e62a99
jp nagar,722074,SDC Diabetes and Endocronology,Endocrinologist,31,493d8e33-5d82-44a8-b629-30fe2f716461
jp nagar,1129878,Apollo CM Fertility Centre,General Gynecology,31,102bb5a2-6eac-432f-8801-ef01dc9c473d
jp nagar,689158,Aikya Speciality Centre,General Gynecology; General Pediatrics,31,3d6a727b-45bd-4eb8-a89c-f9256148ac53
jp nagar,1274629,Sai Multi Speciality Clinic,General Gynecology; General Pediatrics; General Surgeon,31,d2e802d0-7c1a-41a9-96b7-fadb2e99a637
jp nagar,1053073,Shanthi Nursing Home,ENT; General Gynecology; General Pediatrics; General Physician; Urologist,30,ddc988c0-9738-4a41-aeaf-21c5083d8da7
jp nagar,2075716,Vasan Eye Care,General Ophthalmology,30,a2de9b91-5e0b-4222-ade8-f11dfe0b3c60
jp nagar,1601888,Aster RV Hospital,Cardiologist; Cosmetic/Plastic Surgeon; Gastroenterologist; General Gynecology; General Pediatrics; General Physician; General Surgeon; Hematologist; Nephrologist; Neurologist; Oncologist; Orthopaedics; Physiotherapist,29,c1476722-93e5-4068-bd5d-5434be1356fd
jp nagar,738741,Excel Care Hospital,ENT; General Alt Medicine; General Dentistry; General Gynecology; General Physician; General Surgeon; Pulmonologist,29,cc181d51-af6a-457a-bc89-86c37abffe24
jp nagar,1606463,Dr Soniya Neuro And Epilepsy Clinic,Neurologist,29,898d3f6f-da13-49be-9096-0308c69caab1
jp nagar,639377,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Cardiologist; General Physician,28,09b3727e-5650-4309-ab9d-c6d3081339fa
jp nagar,701707,Dr Deepak Inamdar Orthopedic & Robotic Joint Replacement Center,General Gynecology; Orthopaedics,28,eb021e49-2701-478e-ae1e-347804c55b48
jp nagar,737732,Vismaya ENT Clinic,ENT,27,2cf5fd10-ed5a-4324-8644-b53a91211010
jp nagar,668754,Power Smiles Dental Speciality,General Dentistry,27,abd6aa00-d472-4ce1-b412-f0ca3dec38fe
jp nagar,1039988,Oliva Skin And Hair Clinic,General Dermatology; General Physician,27,6e0ab955-c2b7-4279-b956-33adae4762a0
jp nagar,1146542,Chirag Global Hospitals,General Gynecology; General Surgeon,27,d5f76896-5bcb-4941-9cfb-0828f9e342a0
jp nagar,682845,Cadabams Hospitals,General Psychiatry,27,bdec777c-191a-4e17-9dbc-db595b51c2c0
jp nagar,767579,Dharma Kidney Care,Nephrologist,27,330d3326-f755-46d8-86ba-1362ad66bcd8
jp nagar,1436661,Eeshan Health Care,Oncologist,27,f95bad5a-b2e1-41e4-acd8-3e73f9120401
jp nagar,1466341,Raksha Hospital,Cardiologist; ENT; Gastroenterologist; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Orthopaedics; Pulmonologist; Urologist,26,1eb2e660-c3ef-4f3d-bb27-9461f42f57df
jp nagar,704282,Prerana Polyclinic,ENT; General Physician,26,87c28a43-4859-450e-b725-d99ac7d60c6f
jp nagar,1279189,Epiderma Skin and Hair Clinic,General Dermatology,25,ec94e868-5a48-420f-a8bc-a5ad4f8bbbda
jp nagar,1257429,Swastha Health Care,General Gynecology; Pulmonologist,25,f4f0c230-e544-401a-8782-2db298967f7e
jp nagar,984693,Hulse Clinic,General Pediatrics; Orthopaedics,25,60516207-ebd4-47f7-92a5-fcd1e3b3466a
jp nagar,1162671,MindSights,General Psychiatry,25,5a03c16f-aa42-42d3-9f64-707c5eefd845
jp nagar,839300,Dr RaviRaj OrthoCare,Orthopaedics,25,aba611e4-dd8e-4b53-9b7e-533025ee9131
jp nagar,1322156,Practo Instant Full Time 2,Cardiologist; Cosmetic/Plastic Surgeon; Dietitian; ENT; Gastroenterologist; General Alt Medicine; General Dentistry; General Dermatology; General Gynecology; General Ophthalmology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Homeopathy; Neurologist; Oncologist; Orthopaedics; Pathologist; Physiotherapist; Pulmonologist; Radiology; Sexologist (Unani); Speech Therapist; Urologist; Vascular Surgeon; Veterinarian,24,c6bfeaf1-da7c-42d1-9d74-a9b795c5aff1
jp nagar,1034045,NU Hospitals,Cardiologist; General Pediatrics; General Surgeon; Nephrologist; Urologist; Veterinarian,24,2ee99a1c-521a-470e-ac83-28dff2b8330c
jp nagar,1280030,Brightside Skin Clinic,Cosmetic/Plastic Surgeon; General Dermatology,24,f658f032-f42d-4078-acf8-8f2627dba723
jp nagar,1447280,Endocan The Hormone Clinic,Endocrinologist; General Surgeon,24,dd4ab245-08d1-4f92-92c4-de471e2e3b7e
jp nagar,1118326,CLINIQUE - Internationale,General Dentistry,24,14cebe52-55b9-4e03-ae98-08e90f780c5a
jp nagar,1173613,Shanti Hospital and Research Centre,General Gynecology; General Physician; Orthopaedics; Radiology,24,33b9e850-5b8e-46ac-89a1-2781e8fb21fd
jp nagar,1446411,Prashant Heart Clinic,General Physician,24,96b4e02d-3863-4fb8-afa8-34f658f9b1ad
jp nagar,678685,Jayanagar Orthopedic Centre,Orthopaedics; Vascular Surgeon,24,462c1bb2-9033-4da9-9143-0e12335e0226
jp nagar,760313,Dr. Gomathi's Physiotherapy Clinic,Physiotherapist,24,a6f07167-947d-4a5d-beec-df58fcc5de58
jp nagar,1120561,Superspecialty Clinic,Cardiologist; General Gynecology; General Surgeon; Neurologist; Orthopaedics; Pathologist,23,5b072b6e-8dbf-4420-a504-9f2fabfc4963
jp nagar,762068,Foods & Nutrition By Silky Mahajan,Dietitian,23,b191a6bc-5614-4b87-a4ab-be5517a3329c
jp nagar,1383469,Dr. Raju's Dental Care,General Dentistry,23,dd4300ff-e9b7-4f49-ac63-e330225b52d6
jp nagar,1219999,IDHA Skin Clinic,General Dermatology,23,f1c3a84f-3c73-4a13-89db-e75eaa695b49
jp nagar,1173340,Svadhyaya,General Psychiatry,23,218a046c-22c2-4f3f-b420-c36069493433
jp nagar,775137,BGS Global Hospital,Cardiologist; Gastroenterologist; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Surgeon; Nephrologist; Neurologist; Oncologist; Orthopaedics; Radiology; Urologist; Veterinarian,22,d511664d-050f-4bf6-bfac-29bf511c72c3
jp nagar,811779,Smruti Ent & Hearing Aid Centre,ENT,22,9979a293-b46a-4b12-b075-c1bdf8b98ee2
jp nagar,1117643,Deeksha Health,Endocrinologist,22,115f433d-d9b5-4be7-99f0-b6c7985f874b
jp nagar,1241883,Aastha Childrens Clinic,General Pediatrics; General Psychiatry,22,f49c4b44-3aa0-4eb5-9465-2b625bedd06d
jp nagar,1268557,Oasis Health Care,General Physician,22,5f0d6974-4e99-47d5-ae77-743c830ab57f
jp nagar,1446336,Serenity Health Care NeuroPsychiatry & Surgery Clinic,General Psychiatry; General Surgeon,22,66d80e78-f365-4848-bb59-54947af4ee7f
jp nagar,1067911,Bangalore Institute of Gastroenterology,Gastroenterologist; General Physician; General Surgeon; Oncologist; Orthopaedics; Pulmonologist; Urologist; Veterinarian,21,2cd21930-615d-4a89-9420-8b3faf6783fc
jp nagar,1069904,Aksha Hospital,Cosmetic/Plastic Surgeon; ENT; Endocrinologist; General Gynecology; General Pediatrics; General Physician; General Surgeon; Neurologist; Orthopaedics; Urologist,21,5bfeb2c0-ba68-4b3c-b87d-11255c7c2a3f
jp nagar,1314866,Dr. Anupama's Skin World,General Dermatology,21,eef29fdc-7a5d-4b75-86bd-5769d6866cd5
jp nagar,614087,Swathi Skin Clinic,General Dermatology,21,de6ccbbc-b2a2-415a-b60b-817e43a3c773
jp nagar,1308925,Holla Breast Centre,General Surgeon,21,9092deef-794c-475f-a500-a0cf5daaa997
jp nagar,670876,Nypunya Aesthetic Clinic,Cosmetic/Plastic Surgeon; General Dermatology,20,9dfffd29-7216-4472-a45f-a08bded5b1ef
jp nagar,1118556,Manasa Cochlear Implant and ENT Centre,ENT; Speech Therapist,20,cf7299d7-6b7c-4874-8121-51930108053e
jp nagar,1604645,Kiran Eye Hospital,General Ophthalmology,20,96c0119b-4880-4061-bbce-017317963f9e
jp nagar,1122832,Dr Sandhya's Eye Clinic,General Ophthalmology,20,f8019d85-28a6-4f2c-9066-c92d961b1350
jp nagar,1170824,Phoenix Speciality Clinic,Cardiologist; General Dermatology; General Gynecology,19,9cac686c-b9d3-438a-b2ea-1557bf52672d
jp nagar,615220,Maiya Multi Speciality Hospital,ENT; General Dermatology; General Gynecology; General Physician; Neurologist; Oncologist; Orthopaedics; Urologist,19,1152dde8-28c0-4cfc-86d1-81efc97e649c
jp nagar,733342,Viveks Multi Speciality Clinic & Diagnostics,General Physician,19,3421171d-98c9-474d-b592-06e4467914bd
jp nagar,1136038,Arogya Physiotherapy,Physiotherapist,19,3069ac26-8270-4c87-9e8c-e008c41c1074
jp nagar,1141110,Heart Care Clinic,Cardiologist,18,b0c52287-7010-4a5d-a7c0-8c1623514342
jp nagar,1165358,Nayak Clinic - Children & Eye,Dietitian; General Ophthalmology; General Pediatrics,18,9f37bc75-65f6-48b7-8cea-4cba79f09a5a
jp nagar,1415506,Miracle Health Hospital,ENT; Gastroenterologist; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Surgeon; Oncologist; Orthopaedics; Urologist,18,a19cfc47-ba05-4a3e-8f4b-c3ca10bbefc4
jp nagar,975655,Daivik ENT Centre,ENT,18,01ca9b4e-93c1-48c1-8f58-71f9cce1662b
jp nagar,2092384,"Adyant Ayurveda, Bannerghatta Road",General Alt Medicine,18,713f4644-3508-467d-9c4a-69c7ec207447
jp nagar,665251,Dental Solutions Multi Speciality Dental Care Centre,General Dentistry,18,3c879683-48eb-4dc9-8fdc-0440e62d9ad0
jp nagar,1397693,Satva Speciality Clinic,General Physician,18,645622de-d083-46d8-abb4-74a738abed3f
jp nagar,1425320,United Hospital,General Physician; General Surgeon; Neurologist; Orthopaedics,18,c10e481a-218b-4687-a120-4b2a04df7240
jp nagar,649097,Dr Shantala's Speciality Homoeo Center,Homeopathy,18,ab798a04-d609-478c-9a67-622c5f772d20
jp nagar,1144483,Karthik's Neurospine Clinic,Neurologist,18,e31d20c4-d0c2-4608-ad14-6ce5ea3e4a13
jp nagar,1191704,Dr. GK's Advanced Bone & Joints Clinic,Orthopaedics,18,67b73b34-2e1b-447c-9eb2-4e3f4aed638d
jp nagar,1021075,Trauma & Joint Clinic,Orthopaedics,18,096202f3-7b72-4b51-9aa1-63ced51d5878
jp nagar,789979,"Fortis Hospital, Bannerghata Road, Bengaluru",Cardiologist; Cosmetic/Plastic Surgeon; ENT; General Gynecology; General Surgeon; Neurologist; Orthopaedics; Urologist,17,d9697581-7b08-425a-819c-d9a36c996475
jp nagar,1134765,Spectrum Skin Care,General Dermatology,17,ab36dedd-5652-43aa-a83c-9c739cd0d97b
jp nagar,1595499,"Manipal Hospital, Jayanagar, Bangalore",Cardiologist; ENT; Gastroenterologist; General Dermatology; General Gynecology; General Ophthalmology; General Physician; General Surgeon; Orthopaedics; Urologist,16,1bf04db0-b6a2-4c0d-833c-0f10445013d7
jp nagar,1177924,Astra Superspeciality Hospital,Cardiologist; ENT; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Surgeon; Nephrologist; Oncologist; Orthopaedics; Pulmonologist,16,06153d0d-1871-4268-97b2-9ee7bb5d73c8
jp nagar,1468830,Arka Anugraha Hospital,Cardiologist; General Physician; General Surgeon; Orthopaedics,16,793d7a8f-e1e2-4b14-8ef3-cb8e2a91d220
jp nagar,786570,Green City Hospital,ENT; General Dentistry; General Gynecology; General Pediatrics; General Surgeon; Orthopaedics; Urologist,16,b23f927a-080f-4f46-b6fa-2ce3e117a3df
jp nagar,661080,Janani Clinic - Specialist Women's Clinic,General Gynecology,16,42d297a5-97d9-48e6-a29a-e7bee63e1850
jp nagar,1439204,Mindwellness Counselling And Psychotherapy Clinic,General Psychiatry,16,51fec2a9-2366-4463-bcf1-9add71be7b7c
jp nagar,1589333,"Nu Hospital, Padmanabhanagar, Bangalore",Nephrologist; Urologist,16,f1b4b552-ac24-4150-bc6b-71385ca9befb
